CHAR_ID	Sub-Saharan Africa	North America and Australasia	East Asia	Europe	South and Central America	North Africa and Middle East	South Asia	Caribbean
13333	0	1	0	0	0	0	0	0
13334	0	1	0	0	0	0	0	0
13336	0	0	0	1	0	0	0	0
13338	0	1	0	0	0	0	0	0
13339	0	5	0	0	0	0	0	0
13340	0	1	0	0	0	0	0	0
13359	0	1	0	0	0	0	0	0
13360	0	2	0	0	0	0	0	0
13361	0	0	0	0	0	0	0	0
13363	0	1	0	0	0	0	0	0
13379	0	2	0	0	0	0	0	0
13381	0	1	0	0	0	0	0	0
13384	0	1	0	0	0	0	0	0
134	0	2	0	0	0	0	0	0
13460	0	0	0	2	0	1	0	0
13461	0	1	0	1	1	0	0	0
13465	0	1	0	1	0	0	0	0
13486	0	1	0	0	0	0	0	0
13487	0	1	0	0	0	0	0	0
13488	0	3	0	0	0	0	0	0
13489	0	7	1	1	0	0	0	0
13490	0	1	0	1	1	0	0	0
13491	0	1	0	0	0	0	0	0
13494	0	0	0	1	0	0	0	0
13495	0	4	0	2	1	0	0	0
13496	0	1	0	0	1	0	0	0
13501	0	1	0	0	0	0	0	0
13543	0	0	0	0	1	0	0	0
13546	0	1	0	0	0	0	0	0
13548	0	1	0	0	0	0	0	0
13549	0	1	0	0	0	0	0	0
13550	0	0	0	0	0	0	0	0
13552	0	0	0	1	1	0	0	0
13566	0	6	1	1	0	0	0	0
13567	0	2	0	0	0	0	0	0
13568	0	2	0	0	0	1	0	1
13574	0	0	1	0	0	0	0	0
13575	0	2	2	0	2	0	0	0
13578	0	0	1	0	0	0	0	0
1358	0	1	0	0	0	0	0	0
1359	0	3	0	0	0	0	0	0
13594	0	1	0	3	0	0	0	0
13596	0	2	0	0	0	0	0	0
13599	0	2	0	0	0	0	0	0
1360	0	1	0	0	0	0	0	0
13601	0	0	0	1	0	0	0	0
13602	0	1	0	0	0	0	0	0
13619	0	3	0	0	0	0	0	0
13620	0	3	0	0	0	0	0	0
13623	0	1	0	0	0	0	0	0
13624	0	1	0	0	0	0	0	0
13626	0	1	0	0	0	0	0	0
13628	0	0	1	0	0	0	0	0
1364	0	1	0	1	0	0	0	0
13642	0	5	0	0	0	0	0	0
13643	0	0	1	0	0	0	0	0
1365	0	4	0	0	0	0	0	0
13666	0	0	0	1	0	0	0	0
13668	0	0	0	1	0	0	0	0
13669	0	1	0	1	0	0	0	0
13670	0	0	0	2	0	0	0	0
13671	0	1	0	0	0	0	0	0
13672	0	10	0	3	1	0	0	0
13673	0	1	0	1	0	0	0	0
13674	1	1	0	1	0	0	0	0
1369	0	0	0	2	0	1	0	0
13693	1	1	0	1	0	0	0	0
13694	0	0	0	1	0	0	0	0
13695	0	0	0	1	0	0	0	0
13696	0	0	0	1	0	0	0	0
13699	0	0	0	0	0	0	0	1
1371	0	1	0	0	0	0	0	0
13713	0	0	0	1	1	0	0	0
13714	0	1	0	0	0	0	0	0
13717	0	1	1	2	0	0	0	0
13719	0	2	0	1	0	0	0	0
13720	0	1	0	0	0	0	0	0
1373	0	2	0	0	0	0	0	0
1376	0	1	0	0	0	0	0	0
13760	0	1	0	0	0	0	0	0
13762	1	1	1	0	0	0	0	0
13763	0	1	0	0	0	0	0	0
1377	0	1	0	0	0	0	0	0
1378	0	8	0	3	0	0	0	0
1379	0	0	0	1	0	0	1	0
13797	0	0	1	0	1	0	0	0
13799	0	0	0	1	0	0	0	0
13801	0	0	0	1	0	0	0	0
13802	0	1	0	0	0	0	0	0
13804	0	3	0	0	0	0	0	0
13806	0	1	0	0	0	0	0	0
13811	0	1	0	0	0	0	0	0
1384	0	1	0	0	0	0	0	0
13842	0	1	0	1	0	0	0	0
13843	0	0	0	1	0	0	0	0
13846	0	2	0	0	0	0	0	0
13849	0	1	0	0	0	0	0	0
13851	0	1	0	2	0	0	0	0
13852	0	1	1	0	0	0	0	0
13853	0	5	0	2	0	0	0	0
13855	0	0	0	1	0	0	0	0
1386	0	0	0	0	0	0	0	0
13874	0	0	0	1	0	0	0	0
13875	0	2	0	1	0	0	0	0
13877	0	1	0	0	0	0	0	0
1388	0	0	0	1	0	0	0	0
13886	0	3	0	1	0	0	0	0
13887	0	2	0	0	0	0	0	0
13890	0	0	0	1	0	0	0	0
13893	0	1	0	0	0	0	0	0
13894	1	1	0	2	0	0	0	0
1391	0	1	0	1	0	0	0	0
1392	1	3	0	2	1	1	0	0
14024	0	0	0	0	0	0	0	0
14027	0	0	0	0	1	0	0	0
1403	0	1	0	0	0	0	0	0
14030	0	1	0	0	0	0	0	0
14031	0	1	0	1	0	0	0	0
14035	0	0	0	0	1	0	0	0
14036	0	1	0	0	0	0	0	0
14037	0	0	0	0	1	0	0	0
14038	0	1	0	0	0	0	0	0
1405	0	0	0	1	0	0	0	0
1407	0	1	0	0	0	0	0	0
14076	0	6	0	0	0	0	0	0
14078	0	1	0	0	0	0	0	0
1408	0	1	0	0	1	0	0	0
14081	0	2	0	0	0	0	0	0
14082	0	6	0	1	1	1	0	0
14083	0	2	0	0	0	0	0	0
14085	0	0	0	0	0	0	0	0
1409	0	1	0	0	0	0	0	0
14094	0	3	0	0	0	0	0	0
141	0	0	0	1	0	1	0	0
1411	0	0	1	1	0	0	0	0
14111	0	0	0	0	1	0	0	0
14113	0	1	0	0	0	0	0	0
14115	0	2	0	0	0	0	0	0
14117	0	2	0	0	0	0	0	0
14118	0	0	0	1	0	0	0	0
14119	0	1	0	0	0	0	0	0
14121	0	3	0	0	0	0	0	0
14122	0	1	0	0	0	0	0	0
14125	0	1	0	0	0	0	0	0
14126	0	1	0	0	0	0	0	0
14128	0	5	1	1	0	0	0	0
14138	0	0	0	0	1	0	0	0
14139	0	1	0	0	0	0	0	0
14141	0	5	0	0	0	1	0	0
14143	0	2	0	1	0	0	0	0
14144	0	2	0	0	0	0	0	0
14147	0	1	0	1	0	0	0	0
14187	0	2	0	0	0	0	0	0
14189	0	3	0	0	0	0	0	0
14190	0	2	0	0	0	0	0	0
14192	0	1	0	1	0	1	0	0
14196	0	2	0	0	0	0	0	0
14197	0	1	0	0	0	0	0	0
142	1	0	0	1	0	0	0	0
14215	0	1	0	0	0	0	0	0
14220	0	1	0	0	0	0	0	0
14221	0	0	0	1	1	0	0	1
14228	0	1	0	0	0	0	0	0
14229	0	3	0	0	1	0	0	0
14230	0	1	0	0	0	0	0	0
14231	0	1	0	1	0	0	0	0
14234	0	0	0	1	0	0	0	0
14235	0	1	0	0	0	0	0	0
14236	0	1	0	0	0	0	0	0
1424	0	1	0	0	0	0	0	0
14248	1	1	0	0	0	0	0	0
14260	0	0	0	1	0	0	0	0
14263	0	1	0	0	0	0	0	0
14264	0	2	0	0	0	0	0	0
14265	0	1	0	0	0	0	0	0
14266	0	1	2	3	2	1	1	0
14269	0	1	0	1	0	1	1	1
1427	0	1	0	1	0	0	0	0
14270	0	1	0	0	0	0	0	0
14271	0	1	0	0	0	0	0	1
14272	0	1	0	0	0	0	0	0
14273	0	0	2	3	1	0	0	0
14274	0	1	0	0	0	0	0	0
14276	0	2	0	0	1	0	0	0
14278	0	1	1	0	0	0	0	0
14279	0	1	0	0	0	0	0	0
14280	0	3	0	0	0	0	0	0
14282	0	4	0	0	0	0	0	0
14285	0	0	1	0	0	0	0	0
14299	0	1	1	1	0	0	0	0
14300	0	1	0	0	0	0	0	0
14304	0	0	0	2	0	0	0	0
14329	0	2	0	0	0	0	0	0
14330	0	4	0	2	0	0	0	0
14331	0	1	0	0	0	0	0	0
14335	0	1	0	0	0	0	0	0
14336	0	3	0	0	0	0	0	0
14340	0	4	0	2	1	0	1	0
14343	0	2	1	0	0	0	0	0
14344	0	3	0	1	0	0	0	0
14345	0	1	0	0	0	0	0	0
14346	0	3	0	0	0	0	0	1
14347	0	3	0	2	0	0	0	0
14350	0	3	0	2	0	0	1	0
14358	0	2	0	1	0	0	0	0
14361	0	1	0	0	0	0	0	0
14363	0	0	0	1	0	0	0	0
14366	0	0	0	2	0	0	0	0
14367	0	1	0	1	0	0	0	0
14368	0	0	0	0	1	0	0	0
1437	0	1	0	0	0	0	0	0
14381	0	0	0	3	1	0	0	0
14383	0	0	1	2	1	0	0	0
14385	0	0	0	2	0	0	0	0
14386	0	0	1	1	0	0	0	0
14387	0	1	0	0	0	0	0	0
14388	0	1	0	2	0	0	0	0
14390	0	0	0	1	0	0	0	0
14392	0	2	1	0	0	0	0	0
14393	0	1	0	0	0	0	0	0
14395	0	2	0	0	0	0	0	0
14396	0	1	0	0	0	0	0	0
14398	0	4	1	1	0	0	0	0
14399	0	1	0	0	0	0	0	0
144	1	0	0	0	0	1	0	0
14400	0	1	0	0	0	0	1	0
14403	0	4	1	0	0	0	0	0
14405	0	0	0	0	1	0	0	0
14407	0	2	0	0	0	1	0	0
14451	0	1	0	0	0	0	0	0
14452	0	2	0	0	0	0	0	0
14455	0	1	0	0	0	0	0	0
14456	0	1	0	0	0	0	0	0
14458	0	2	0	0	0	0	0	0
14463	0	0	0	2	0	0	0	0
14469	0	0	0	1	0	0	0	0
14470	0	0	0	2	0	1	0	0
14471	0	0	0	2	1	0	0	0
14472	0	1	0	3	0	2	0	0
14473	0	0	0	2	0	0	0	0
14475	0	0	0	1	1	0	0	0
14476	0	1	0	1	0	0	0	0
14515	0	0	0	1	1	0	0	1
14516	0	1	0	2	0	0	0	0
14517	0	3	0	0	1	0	0	0
14522	0	9	0	4	2	0	0	1
14525	0	6	0	0	1	0	0	0
14526	0	2	0	1	0	0	0	0
14529	0	0	0	1	0	0	0	0
14530	0	0	0	1	0	0	0	0
14531	0	0	0	1	0	0	0	0
14534	0	1	0	0	0	0	0	0
14535	0	0	0	0	0	0	0	1
14537	0	1	0	3	0	0	0	0
14586	0	3	0	1	0	0	0	0
14589	0	4	0	1	1	1	0	0
14590	0	1	1	1	0	0	0	0
14591	0	0	0	0	1	0	0	0
14592	0	1	0	0	0	0	0	0
14593	0	2	0	2	0	0	0	0
14594	0	2	0	1	1	0	0	0
14598	0	9	0	2	0	0	0	0
14599	0	0	0	1	0	0	0	0
146	0	0	0	0	0	0	0	0
14600	0	2	0	0	0	0	0	0
14602	0	3	0	0	0	0	0	0
14603	0	2	0	0	0	0	0	0
14604	0	0	0	3	0	0	0	0
14605	0	1	0	3	0	0	0	0
14607	0	1	0	0	0	0	0	0
14608	0	2	0	1	0	0	0	0
14610	0	0	0	2	0	0	0	0
14611	0	0	0	1	0	0	0	0
14612	0	0	0	1	0	0	0	0
14613	0	0	0	1	0	0	0	0
14615	0	0	0	1	0	0	0	0
14643	0	0	0	2	0	0	0	0
14645	0	0	0	2	0	0	0	0
14647	0	0	0	1	0	0	0	0
14649	0	1	0	0	0	0	0	0
14651	0	0	0	1	0	0	0	0
14700	1	2	0	1	0	0	0	0
14706	0	1	0	0	0	0	0	0
14711	0	3	0	0	0	0	0	0
14734	0	0	0	1	0	0	0	0
14738	0	1	0	2	0	0	0	0
14740	0	0	0	0	0	1	0	0
14744	0	0	0	0	0	0	0	0
14748	0	1	0	0	0	0	0	0
14750	0	1	0	0	0	0	0	0
14755	0	1	0	0	0	0	0	0
14756	0	2	0	0	0	0	0	0
14798	0	1	0	0	0	0	0	0
148	0	1	1	0	0	0	0	0
14801	0	1	0	0	0	0	0	0
14805	0	0	0	1	0	0	0	0
14807	0	2	0	0	0	0	0	0
14808	0	1	0	1	0	0	0	0
14809	0	0	0	1	0	0	0	0
14810	0	0	0	1	0	0	0	0
14811	0	1	0	0	0	0	0	0
14851	0	1	0	0	0	0	0	0
14853	0	2	0	0	0	0	0	0
14854	0	0	0	1	0	0	0	0
14855	0	1	0	0	0	0	0	0
14856	0	1	0	0	0	0	0	0
14858	0	2	0	0	0	0	0	0
14860	0	1	0	0	0	0	0	0
14867	0	1	0	0	0	0	0	0
14886	0	0	0	0	0	0	0	0
14889	0	0	0	1	0	0	0	0
14894	0	1	0	0	0	0	0	0
14895	0	3	0	1	0	0	0	0
14896	0	4	1	3	1	0	0	0
14897	0	1	0	0	0	0	0	0
14898	0	1	0	0	0	0	0	0
14899	0	1	0	0	0	0	0	0
149	0	1	0	0	0	0	0	0
14903	0	7	1	3	0	0	0	0
14904	0	1	0	0	1	0	0	0
14906	0	2	0	0	0	0	0	0
14908	0	2	0	0	0	0	0	0
14909	0	7	0	3	0	0	0	0
14910	0	2	0	1	0	0	0	0
14912	0	1	0	0	0	0	0	0
14913	0	4	0	1	0	0	0	0
14915	0	1	0	0	0	0	0	0
14924	0	1	0	0	0	0	0	0
14925	0	0	0	0	0	0	1	0
14927	0	2	0	0	1	0	0	0
14928	0	8	0	2	1	0	0	0
14929	0	2	0	0	0	0	0	0
14930	0	2	0	0	0	0	0	0
14931	0	4	0	0	0	0	0	0
14932	0	2	0	1	0	0	0	0
14933	0	5	0	0	1	0	0	0
14934	0	1	0	0	0	0	0	0
14936	0	1	0	1	0	0	0	0
14937	0	0	0	0	1	0	0	0
14940	0	1	0	3	1	0	0	0
14941	0	1	0	1	0	0	0	0
14943	0	0	0	1	0	0	0	0
14944	0	2	0	0	0	0	0	0
14969	0	1	0	0	0	0	0	0
14973	0	0	0	1	0	1	0	0
14974	0	1	0	0	0	0	0	0
1498	0	1	0	0	0	0	0	0
1499	0	1	0	0	0	0	0	0
14992	0	1	0	0	0	0	0	0
14993	0	1	0	0	0	0	0	0
14997	0	1	0	0	0	0	0	0
15	0	2	0	0	0	0	0	0
150	0	0	0	0	0	0	0	1
15002	0	0	0	0	0	0	0	0
15003	0	0	0	1	0	0	0	0
15005	0	1	0	0	0	0	0	0
15009	0	1	0	1	0	0	0	0
1501	0	0	1	0	0	0	0	0
15012	0	3	0	1	0	0	0	0
15015	0	1	0	2	0	0	0	0
15028	0	3	0	0	0	0	0	0
15031	0	0	0	1	0	0	0	0
15036	0	2	0	0	0	0	0	0
15037	0	1	0	0	0	0	0	0
15038	0	2	0	1	0	0	0	0
1504	0	1	0	0	0	0	0	0
15041	0	0	0	0	0	0	0	0
15042	0	1	0	0	0	0	0	0
15045	0	1	0	0	0	0	0	0
15046	0	1	0	2	0	0	0	0
15048	0	0	0	1	0	0	0	0
15049	0	1	0	0	0	0	0	0
15050	0	0	0	2	0	0	0	0
15058	0	2	1	0	0	0	0	0
15059	0	5	0	1	0	0	0	0
15063	0	0	0	1	0	0	0	0
15064	0	2	0	0	0	0	0	0
15065	0	4	0	0	0	0	0	0
15067	0	0	0	0	0	0	1	0
15068	0	1	0	0	0	0	0	0
1507	0	5	0	2	0	0	0	0
15071	0	0	0	1	0	0	0	0
15073	0	2	0	1	0	0	0	0
15074	0	0	0	1	0	0	0	0
15075	0	1	0	2	0	0	0	0
15076	0	1	0	0	0	0	0	0
15077	1	0	0	0	0	0	0	0
15078	0	1	1	0	0	0	0	0
15079	0	0	0	1	0	0	0	0
15084	0	1	0	2	0	0	0	0
15087	0	0	0	1	0	0	0	0
15094	0	0	0	1	0	0	0	0
15095	0	1	1	1	0	0	0	0
15096	0	1	0	0	0	0	0	0
151	1	0	0	0	0	0	0	0
15104	0	0	0	1	0	0	0	0
15106	0	1	0	0	0	0	0	0
15108	0	1	0	1	0	0	0	0
15109	0	0	0	1	0	0	0	0
15111	0	0	0	2	0	0	0	0
15113	0	0	0	1	0	0	0	0
15114	0	1	0	0	0	0	0	0
15115	0	1	0	0	0	0	0	0
15116	0	1	0	0	0	0	0	0
15117	0	0	0	1	0	0	0	0
15119	0	6	0	4	0	0	0	0
15120	0	1	0	1	0	0	0	0
15121	0	1	0	1	0	0	0	1
15122	0	2	0	0	0	0	0	0
15123	0	0	0	1	0	0	0	0
15127	0	1	0	0	0	0	0	0
15128	0	0	0	0	0	0	0	0
15130	0	1	0	1	0	0	0	0
15142	0	1	0	2	0	0	0	0
15143	0	2	0	1	0	0	0	0
15145	0	1	0	1	0	0	0	0
15146	0	0	0	1	0	0	0	0
15164	0	3	0	0	0	0	1	0
15165	0	0	0	0	0	0	1	0
15166	0	2	0	0	0	0	0	0
15167	0	2	0	0	0	0	0	0
1517	0	1	0	0	0	0	0	0
15171	0	2	0	0	0	0	0	0
15183	0	0	0	1	0	0	0	0
15184	0	1	0	1	0	0	0	0
15185	0	3	0	0	0	1	1	0
15186	0	0	0	0	0	0	1	0
15187	0	1	0	1	0	0	0	0
15188	0	1	1	0	0	0	0	0
15189	0	4	1	0	0	0	0	0
1519	0	0	0	1	0	0	0	0
15190	0	3	0	0	0	0	0	0
15192	0	2	0	1	0	0	0	1
15194	0	1	0	0	0	0	0	0
15195	0	2	0	1	0	0	0	0
15196	0	1	0	1	0	0	0	0
15197	0	1	0	0	0	0	0	0
152	2	2	0	1	0	3	0	1
15203	0	0	0	1	0	0	0	0
15205	0	3	0	0	1	0	0	0
15207	0	2	0	0	0	0	0	0
15208	0	0	0	0	0	0	0	1
15209	0	2	0	0	0	0	0	0
15211	0	0	0	0	1	0	0	0
15212	0	1	0	0	0	0	0	0
15214	0	1	0	2	2	0	0	0
15217	0	0	0	0	1	0	0	0
15221	0	0	0	1	0	0	0	0
15225	0	1	0	1	0	0	0	0
15228	0	1	0	0	0	0	0	0
15257	0	0	0	0	0	0	0	0
15259	0	1	0	1	0	0	0	0
15260	0	0	0	2	0	0	0	0
15282	0	1	0	0	0	0	0	0
15289	0	5	0	1	1	0	0	0
1529	0	0	0	0	0	0	1	0
15290	0	1	0	0	0	0	0	0
153	0	9	6	3	1	2	2	0
15303	0	0	1	0	0	0	0	0
15316	0	2	0	1	0	0	0	0
15317	0	2	0	0	0	0	0	0
15321	0	1	0	0	1	0	0	0
15322	0	0	0	0	0	1	0	0
15323	0	2	0	1	1	0	0	0
15324	0	1	0	0	0	0	0	0
15327	0	0	0	1	1	0	0	0
15329	0	0	0	1	0	0	0	0
15332	0	1	0	1	0	0	0	0
1536	0	1	0	0	0	0	0	0
15362	0	2	0	1	0	0	0	0
15363	1	0	0	3	0	0	0	0
15364	0	1	0	0	0	0	0	0
15366	0	2	0	0	0	0	0	0
15367	0	3	0	1	0	0	0	0
15368	0	1	0	1	0	0	0	0
15369	1	1	0	0	0	0	0	0
15370	1	0	0	0	0	0	0	0
15371	1	2	0	1	0	0	0	0
15374	0	0	0	1	0	0	0	0
15376	0	0	0	2	0	0	0	1
15378	0	0	0	1	0	0	0	0
1538	0	3	0	0	0	0	0	0
15384	0	3	1	2	0	0	0	0
15386	0	3	0	0	0	0	1	0
15387	0	1	0	0	0	0	0	0
15388	0	0	0	1	0	0	0	0
15389	0	5	0	0	0	0	0	0
15390	0	1	0	0	0	0	0	0
15391	0	0	0	0	0	1	0	0
15392	0	0	2	0	0	0	0	0
15395	0	1	0	0	0	0	0	0
15400	0	2	0	0	0	0	0	0
15401	0	2	0	1	0	0	0	0
15403	0	4	0	0	0	1	0	0
15406	0	0	0	0	0	1	0	0
15408	0	4	1	2	1	0	1	0
15415	0	1	0	1	0	0	0	0
15418	0	5	0	2	0	0	0	0
15419	0	1	0	0	0	0	0	0
15420	0	1	0	0	0	0	0	0
15421	0	0	0	2	0	0	0	0
15423	0	1	0	0	0	0	0	0
15425	0	1	0	1	0	0	0	0
15428	0	1	0	0	0	0	0	0
15432	0	0	0	0	1	0	0	0
15435	0	1	0	0	1	0	0	0
15438	0	0	0	1	0	0	0	0
15442	0	1	0	0	0	0	0	0
15447	0	1	0	0	0	0	0	0
15493	0	0	0	2	0	0	0	0
15494	0	2	0	1	0	1	0	0
15495	0	1	0	0	0	0	0	0
15496	0	2	0	0	0	0	0	1
15497	0	1	0	0	0	0	0	0
15498	0	1	0	3	2	0	0	0
15499	0	4	0	0	1	0	0	0
155	0	2	0	2	0	0	0	1
15500	0	1	0	0	0	0	0	0
15501	0	6	0	1	1	0	1	0
15502	0	1	0	0	0	0	0	0
15504	0	3	0	1	2	1	1	0
15526	0	1	0	0	0	0	0	0
1553	0	1	0	1	0	0	0	0
15532	0	0	0	0	0	0	0	0
15549	0	5	0	0	0	0	0	0
15550	0	0	1	0	0	0	0	0
15551	0	0	0	1	0	0	0	0
15555	0	1	0	0	0	0	0	0
15556	0	1	0	0	0	0	0	0
1556	0	2	0	1	0	1	0	0
1557	0	2	0	1	0	0	0	0
1558	0	1	0	0	0	0	0	0
15615	0	0	0	0	0	0	2	0
15618	0	0	0	1	0	0	0	0
1562	0	0	0	1	0	0	0	0
15621	0	1	0	0	0	0	0	0
15622	0	4	0	1	0	0	0	0
15623	0	0	0	0	0	0	0	0
15624	0	3	0	0	0	0	0	0
15628	0	0	0	0	0	0	1	0
1564	0	2	0	0	0	0	0	0
1565	0	1	0	0	0	0	0	0
1566	0	1	0	0	0	0	0	0
15668	0	1	0	0	0	0	0	0
1568	0	0	0	0	0	0	0	0
15689	0	1	0	1	0	0	0	0
1569	0	2	0	0	0	0	0	0
15693	0	1	0	0	0	0	0	0
15694	0	3	0	0	0	0	0	0
15695	0	7	0	0	1	0	1	0
15698	0	4	1	0	0	0	0	0
1570	0	1	0	0	0	0	0	0
15701	0	1	0	0	0	0	0	0
15703	0	1	0	0	0	0	0	0
15704	0	1	0	0	0	0	0	0
15706	0	0	1	0	0	0	0	0
15707	0	0	0	0	1	0	0	0
15708	1	1	0	1	0	0	0	0
1571	0	4	0	1	0	0	0	1
15710	0	2	0	0	0	0	0	0
15712	0	4	0	0	0	0	0	0
15715	0	2	0	0	0	0	0	0
15716	0	4	1	3	1	0	0	0
15717	0	1	0	0	0	0	0	0
15718	0	7	4	0	1	0	0	0
15719	0	1	0	0	0	0	0	0
15721	0	1	0	0	0	0	0	0
1573	0	0	0	0	0	0	0	0
1574	0	1	0	0	0	0	0	0
15753	0	0	1	3	1	0	0	0
15755	0	2	0	1	0	0	1	0
15757	0	0	0	5	0	0	0	0
15760	0	2	0	3	0	0	0	0
15776	0	1	0	0	0	0	0	0
15779	0	3	0	2	0	0	0	0
1578	0	4	0	0	0	0	0	0
15780	0	2	0	0	0	0	0	0
15782	0	2	0	0	0	0	0	0
15785	0	1	0	0	0	0	0	0
15787	1	1	0	0	0	0	1	0
1579	0	2	0	0	0	0	0	0
158	0	0	0	2	0	0	0	0
1580	0	0	0	1	1	0	0	0
1581	0	1	0	1	0	0	0	0
1584	0	1	0	0	0	0	0	0
1585	0	0	0	1	0	0	0	0
1587	0	0	0	1	0	0	0	0
1591	0	3	0	0	0	0	0	0
1592	0	3	0	0	1	0	0	0
1593	0	0	0	0	1	0	0	0
1595	0	0	0	0	0	0	0	1
1597	0	0	0	0	1	0	0	0
1599	0	2	0	0	0	0	0	0
16	0	2	0	0	0	0	0	0
1601	0	0	0	1	0	0	0	0
1605	0	1	0	0	0	0	0	0
1606	0	1	0	1	0	0	0	0
1608	0	1	0	0	0	0	0	0
1610	0	1	0	0	0	0	0	0
1611	0	1	0	0	0	0	1	0
1612	0	0	0	1	0	0	0	0
1614	0	0	0	0	0	0	0	0
1618	2	0	0	1	0	0	0	0
162	0	0	0	1	0	0	0	0
1620	0	0	1	0	0	0	0	0
1621	1	1	0	1	0	0	0	0
1625	0	0	0	1	0	0	0	0
1627	1	0	0	0	0	0	0	0
1628	1	3	0	0	0	1	0	0
163	0	0	0	1	0	0	0	0
1631	1	0	0	0	0	0	0	0
1633	0	2	0	1	1	0	0	0
1636	0	1	0	0	0	0	0	0
1638	0	0	0	1	0	0	0	0
1639	0	2	0	0	0	0	0	0
1641	0	2	0	0	0	1	1	0
1643	0	1	0	0	0	0	0	0
1654	0	1	0	0	0	0	0	0
1658	0	2	0	0	0	0	0	0
1659	0	1	0	0	1	0	0	0
1662	0	1	0	2	0	0	0	0
1665	0	1	0	0	0	0	0	0
1667	0	4	0	1	0	0	0	0
1672	0	2	1	1	0	0	0	0
1673	0	2	2	2	0	3	0	0
1675	0	2	0	0	0	0	0	0
1676	0	2	0	0	0	1	0	0
1677	0	0	0	0	0	1	0	0
1715	0	1	0	0	0	0	0	0
1717	0	1	0	0	1	0	0	0
1718	0	1	0	0	0	0	0	0
1721	0	1	0	0	0	0	0	0
1723	0	2	0	0	0	0	0	0
1724	0	1	0	0	0	0	0	0
1726	0	1	1	0	0	0	0	0
1727	0	9	1	2	0	0	0	0
1728	0	2	1	0	0	0	0	0
1730	0	2	1	1	0	0	0	0
1732	0	1	0	0	0	0	0	0
1736	0	1	0	0	0	0	0	0
1748	0	0	0	1	0	0	0	0
1749	0	0	0	0	1	0	0	0
1752	0	1	0	0	0	0	0	0
1756	0	1	0	0	0	0	0	0
1757	0	3	0	0	1	0	0	0
1759	0	1	0	1	0	0	0	0
176	0	1	0	0	0	0	0	0
1761	0	0	0	0	1	0	0	0
1762	0	1	0	0	0	0	0	0
1763	0	1	0	0	0	0	0	0
1764	0	2	0	0	0	0	0	0
1766	0	0	0	0	1	0	0	0
177	0	2	0	0	0	0	0	0
1775	0	1	0	0	0	0	0	0
1777	0	1	0	1	0	0	0	0
178	0	3	0	1	2	0	0	0
1788	0	1	0	0	0	0	0	0
1790	0	0	0	0	1	0	0	0
1793	0	0	0	0	0	1	0	0
1795	0	1	0	0	0	0	0	0
1796	0	1	0	2	0	1	0	0
1798	0	0	0	0	0	1	0	0
18	0	2	0	0	0	0	0	0
1802	0	9	0	1	0	3	1	0
1808	0	0	3	0	0	0	0	0
1816	0	1	0	0	0	0	0	0
1817	0	1	0	0	1	0	0	0
1819	0	7	1	1	0	0	0	0
1820	0	2	1	1	0	0	0	0
1821	0	4	0	0	0	0	0	0
1822	0	5	0	0	0	0	0	0
1824	0	3	0	0	0	0	0	0
1826	0	1	0	0	0	0	0	0
1828	0	1	0	0	0	0	0	0
184	0	1	0	0	0	0	0	0
1848	0	2	0	1	1	0	0	0
185	0	1	0	0	0	0	0	0
1855	0	1	0	1	0	0	0	0
1856	0	1	0	0	0	0	0	0
187	0	0	0	0	0	0	0	0
1877	0	0	1	0	0	0	0	0
1884	0	1	0	0	0	0	0	0
1886	0	1	0	0	0	0	0	0
1888	0	0	0	1	0	0	0	0
1889	0	1	0	1	0	0	0	0
189	0	0	0	0	0	0	0	0
1895	0	1	0	1	0	0	0	0
19	0	2	0	0	0	0	0	0
190	0	9	1	0	0	0	0	0
1900	0	3	0	1	0	0	0	0
1901	0	3	0	0	0	0	0	0
1902	0	1	0	1	0	0	0	0
1903	0	3	0	2	0	0	0	0
1905	0	1	0	0	0	0	0	0
1909	0	6	0	2	0	0	0	0
1913	0	2	0	0	0	0	0	0
1916	0	1	0	1	1	0	0	0
1919	0	1	0	0	0	0	0	0
192	0	1	0	0	0	0	0	0
1925	0	0	0	1	0	0	0	0
1927	0	0	0	0	0	0	0	0
1928	0	1	0	0	0	0	0	0
1932	0	4	0	2	0	1	0	0
1933	0	1	0	1	0	0	0	0
1934	0	4	0	0	0	0	0	0
1936	0	0	0	1	1	0	0	0
1937	0	8	0	1	0	0	0	0
1939	0	4	0	0	0	0	0	0
194	0	1	0	0	0	0	0	0
1940	0	1	0	0	0	0	0	0
1941	0	1	0	0	0	0	0	0
1945	0	1	0	0	0	0	0	0
195	0	1	0	0	0	0	0	0
1967	0	0	0	0	0	0	0	0
197	0	1	0	0	0	0	0	0
1970	0	1	0	1	0	0	0	0
1971	0	1	0	0	0	0	0	0
1978	0	2	0	0	0	0	0	0
198	0	0	0	0	1	0	0	0
1993	1	2	0	0	0	0	0	0
1995	0	1	0	0	0	0	0	0
1996	0	1	0	0	0	0	0	0
1998	0	12	0	1	1	2	0	0
1999	0	1	0	0	0	0	0	0
200	0	1	0	0	0	0	0	0
2000	0	0	0	0	0	0	0	0
2001	0	0	0	2	0	0	0	0
201	0	1	0	0	0	0	0	0
2021	0	4	0	0	3	0	0	0
2022	0	1	0	0	0	0	0	0
2024	0	1	0	0	2	1	0	0
2025	0	1	0	1	1	0	0	0
2026	0	0	0	0	2	0	0	0
2027	0	0	0	0	1	0	0	0
2029	0	3	0	0	0	0	1	0
